title,author,roleofAuthor
Automatic Extraction of Complex 3D Structures Application to the Inner Ear Segmentation from Cone Beam CT Digital Volumes.,Florian Beguet,corresponding author
Automatic Extraction of Complex 3D Structures Application to the Inner Ear Segmentation from Cone Beam CT Digital Volumes.,Jean-Luc Mari,normal author
Automatic Extraction of Complex 3D Structures Application to the Inner Ear Segmentation from Cone Beam CT Digital Volumes.,Thierry Cresson,normal author
Automatic Extraction of Complex 3D Structures Application to the Inner Ear Segmentation from Cone Beam CT Digital Volumes.,Matthieu Schmittbuhl,normal author
Automatic Extraction of Complex 3D Structures Application to the Inner Ear Segmentation from Cone Beam CT Digital Volumes.,Jacques A. de Guise,normal author
Recognition of Geometric Patterns Over 3D Models.,Silvia Biasotti,corresponding author
Recognition of Geometric Patterns Over 3D Models.,E. Moscoso Thompson,normal author
Recognition of Geometric Patterns Over 3D Models.,Loïc Barthe,normal author
Recognition of Geometric Patterns Over 3D Models.,Stefano Berretti,normal author
Recognition of Geometric Patterns Over 3D Models.,Andrea Giachetti 0001,normal author
Recognition of Geometric Patterns Over 3D Models.,T. Lejemble,normal author
Recognition of Geometric Patterns Over 3D Models.,Nicolas Mellado,normal author
Recognition of Geometric Patterns Over 3D Models.,Konstantinos Moustakas,normal author
Recognition of Geometric Patterns Over 3D Models.,Iason Manolas,normal author
Recognition of Geometric Patterns Over 3D Models.,Dimitrios Dimou,normal author
Recognition of Geometric Patterns Over 3D Models.,Claudio Tortorici,normal author
Recognition of Geometric Patterns Over 3D Models.,Santiago Velasco-Forero,normal author
Recognition of Geometric Patterns Over 3D Models.,Naoufel Werghi,normal author
Recognition of Geometric Patterns Over 3D Models.,Martina Polig,normal author
Recognition of Geometric Patterns Over 3D Models.,Giusi Sorrentino,normal author
Recognition of Geometric Patterns Over 3D Models.,Sorin Hermon,normal author
Experimental Similarity Assessment for a Collection of Fragmented Artifacts.,Silvia Biasotti,corresponding author
Experimental Similarity Assessment for a Collection of Fragmented Artifacts.,Elia Moscoso Thompson,normal author
Experimental Similarity Assessment for a Collection of Fragmented Artifacts.,Michela Spagnuolo,normal author
Microshapes - Efficient Querying of 3D Object Collections based on Local Shape.,Bart Iver van Blokland,corresponding author
Microshapes - Efficient Querying of 3D Object Collections based on Local Shape.,Theoharis Theoharis,normal author
Protein Shape Retrieval.,Florent Langenfeld,corresponding author
Protein Shape Retrieval.,Apostolos Axenopoulos,normal author
Protein Shape Retrieval.,Anargyros Chatzitofis,normal author
Protein Shape Retrieval.,Daniela Craciun,normal author
Protein Shape Retrieval.,Petros Daras,normal author
Protein Shape Retrieval.,Bowen Du,normal author
Protein Shape Retrieval.,Andrea Giachetti 0001,normal author
Protein Shape Retrieval.,Yu-Kun Lai,normal author
Protein Shape Retrieval.,Haisheng Li,normal author
Protein Shape Retrieval.,Yingbin Li,normal author
Protein Shape Retrieval.,Majid Masoumi,normal author
Protein Shape Retrieval.,Yuxu Peng,normal author
Protein Shape Retrieval.,Paul L. Rosin,normal author
Protein Shape Retrieval.,Jeremy Sirugue,normal author
Protein Shape Retrieval.,Li Sun 0004,normal author
Protein Shape Retrieval.,Spyridon Thermos,normal author
Protein Shape Retrieval.,Matthew Toews,normal author
Protein Shape Retrieval.,Yang Wei,normal author
Protein Shape Retrieval.,Yujuan Wu,normal author
Protein Shape Retrieval.,Yujia Zhai,normal author
Protein Shape Retrieval.,Tianyu Zhao,normal author
Protein Shape Retrieval.,Yanping Zheng,normal author
Protein Shape Retrieval.,Matthieu Montes,normal author
Geodesic-based 3D Shape Retrieval Using Sparse Autoencoders.,Lorenzo Luciano,corresponding author
Geodesic-based 3D Shape Retrieval Using Sparse Autoencoders.,Abdessamad Ben Hamza,normal author
Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.,Abderrahim Mesbah,corresponding author
Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.,Aissam Berrahou,normal author
Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.,Hicham Hammouchi,normal author
Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.,Hassan Berbia,normal author
Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.,Hassan Qjidaa,normal author
Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.,Mohamed Daoudi,normal author
Person Re-Identification from Depth Cameras using Skeleton and 3D Face Data.,Pietro Pala,corresponding author
Person Re-Identification from Depth Cameras using Skeleton and 3D Face Data.,Lorenzo Seidenari,normal author
Person Re-Identification from Depth Cameras using Skeleton and 3D Face Data.,Stefano Berretti,normal author
Person Re-Identification from Depth Cameras using Skeleton and 3D Face Data.,Alberto Del Bimbo,normal author
RGB-D Object-to-CAD Retrieval.,Quang-Hieu Pham,corresponding author
RGB-D Object-to-CAD Retrieval.,Minh-Khoi Tran,normal author
RGB-D Object-to-CAD Retrieval.,Wenhui Li,normal author
RGB-D Object-to-CAD Retrieval.,Shu Xiang,normal author
RGB-D Object-to-CAD Retrieval.,Heyu Zhou,normal author
RGB-D Object-to-CAD Retrieval.,Weizhi Nie,normal author
RGB-D Object-to-CAD Retrieval.,Anan Liu,normal author
RGB-D Object-to-CAD Retrieval.,Yuting Su,normal author
RGB-D Object-to-CAD Retrieval.,Minh-Triet Tran,normal author
RGB-D Object-to-CAD Retrieval.,Ngoc-Minh Bui,normal author
RGB-D Object-to-CAD Retrieval.,Trong-Le Do,normal author
RGB-D Object-to-CAD Retrieval.,Tu V. Ninh,normal author
RGB-D Object-to-CAD Retrieval.,Tu-Khiem Le,normal author
RGB-D Object-to-CAD Retrieval.,Anh-Vu Dao,normal author
RGB-D Object-to-CAD Retrieval.,Vinh-Tiep Nguyen,normal author
RGB-D Object-to-CAD Retrieval.,Minh N. Do,normal author
RGB-D Object-to-CAD Retrieval.,Anh Duc Duong,normal author
RGB-D Object-to-CAD Retrieval.,Binh-Son Hua,normal author
RGB-D Object-to-CAD Retrieval.,Lap-Fai Yu,normal author
RGB-D Object-to-CAD Retrieval.,Duc Thanh Nguyen,normal author
RGB-D Object-to-CAD Retrieval.,Sai-Kit Yeung,normal author
Completion of Cultural Heritage Objects with Rotational Symmetry.,Ivan Sipiran,corresponding author
Edge-based LBP Description of Surfaces with Colorimetric Patterns.,Elia Moscoso Thompson,corresponding author
Edge-based LBP Description of Surfaces with Colorimetric Patterns.,Silvia Biasotti,normal author
Retrieval of Gray Patterns Depicted on 3D Models.,E. Moscoso Thompson,corresponding author
Retrieval of Gray Patterns Depicted on 3D Models.,Claudio Tortorici,normal author
Retrieval of Gray Patterns Depicted on 3D Models.,Naoufel Werghi,normal author
Retrieval of Gray Patterns Depicted on 3D Models.,Stefano Berretti,normal author
Retrieval of Gray Patterns Depicted on 3D Models.,Santiago Velasco-Forero,normal author
Retrieval of Gray Patterns Depicted on 3D Models.,Silvia Biasotti,normal author
Performing Image-like Convolution on Triangular Meshes.,Claudio Tortorici,corresponding author
Performing Image-like Convolution on Triangular Meshes.,Naoufel Werghi,normal author
Performing Image-like Convolution on Triangular Meshes.,Stefano Berretti,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Juefei Yuan,corresponding author
2D Scene Sketch-Based 3D Scene Retrieval.,Bo Li,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Yijuan Lu,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Song Bai,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Xiang Bai,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Ngoc-Minh Bui,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Minh N. Do,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Trong-Le Do,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Anh Duc Duong,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Xinwei He,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Tu-Khiem Le,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Wenhui Li,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Anan Liu,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Xiaolong Liu,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Khac-Tuan Nguyen,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Vinh-Tiep Nguyen,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Weizhi Nie,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Van-Tu Ninh,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Yuting Su,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Vinh Ton-That,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Minh-Triet Tran,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Shu Xiang,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Heyu Zhou,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Yang Zhou,normal author
2D Scene Sketch-Based 3D Scene Retrieval.,Zhichao Zhou,normal author
Point Cloud Compression using Depth Maps.,Arnaud Bletterer,corresponding author
Point Cloud Compression using Depth Maps.,Frédéric Payan,normal author
Point Cloud Compression using Depth Maps.,Marc Antonini,normal author
Point Cloud Compression using Depth Maps.,Anis Meftah,normal author
Human detection from still depth images.,Gulsum Nurdan Can,corresponding author
Human detection from still depth images.,Helin Dutagaci,normal author
Depth Assisted Composition of Synthetic and Real 3D Scenes.,Santiago Cortes,corresponding author
Depth Assisted Composition of Synthetic and Real 3D Scenes.,Olli Suominen,normal author
Depth Assisted Composition of Synthetic and Real 3D Scenes.,Atanas P. Gotchev,normal author
Markerless Motion Capture with Multi-view Structured Light.,Ricardo R. Garcia,corresponding author
Markerless Motion Capture with Multi-view Structured Light.,Avideh Zakhor,normal author
High-Fidelity Time-of-Flight Edge Sampling Using Superpixels.,Thomas Hach,corresponding author
High-Fidelity Time-of-Flight Edge Sampling Using Superpixels.,Johannes Steurer,normal author
High-Fidelity Time-of-Flight Edge Sampling Using Superpixels.,Sascha Knob,normal author
Structural internal deterioration detection with motion vector field image analysis using monocular camera.,Hiroshi Imai,corresponding author
Structural internal deterioration detection with motion vector field image analysis using monocular camera.,Masahiko Ohta,normal author
Structural internal deterioration detection with motion vector field image analysis using monocular camera.,Kazuhito Murata,normal author
Secure High Capacity Data Hiding for 3d Meshes.,Vincent Itier,corresponding author
Secure High Capacity Data Hiding for 3d Meshes.,Adrian G. Bors,normal author
Secure High Capacity Data Hiding for 3d Meshes.,William Puech,normal author
Secure High Capacity Data Hiding for 3d Meshes.,Jean-Pierre Pedeboy,normal author
3D Autostereoscopic Display Image Generation Framework using Direct Light Field Rendering.,Young-Ju Jeong,corresponding author
3D Autostereoscopic Display Image Generation Framework using Direct Light Field Rendering.,Yang-Ho Cho,normal author
3D Autostereoscopic Display Image Generation Framework using Direct Light Field Rendering.,Hyoseok Hwang,normal author
3D Autostereoscopic Display Image Generation Framework using Direct Light Field Rendering.,Hyun Sung Chang,normal author
3D Autostereoscopic Display Image Generation Framework using Direct Light Field Rendering.,Dongkyung Nam,normal author
3D Autostereoscopic Display Image Generation Framework using Direct Light Field Rendering.,C.-C. Jay Kuo,normal author
Truncated Signed Distance Function Volume Integration Based on Voxel-Level Optimization for 3D Reconstruction.,Fei Li 0005,corresponding author
Truncated Signed Distance Function Volume Integration Based on Voxel-Level Optimization for 3D Reconstruction.,Yunfan Du,normal author
Truncated Signed Distance Function Volume Integration Based on Voxel-Level Optimization for 3D Reconstruction.,Rujie Liu,normal author
Mobile version of Digital Image Correlation for deformation measurements of engineering objects.,Marcin Malesa,corresponding author
Mobile version of Digital Image Correlation for deformation measurements of engineering objects.,Dariusz Naploszek,normal author
Mobile version of Digital Image Correlation for deformation measurements of engineering objects.,Krzysztof Kuczynski,normal author
Mobile version of Digital Image Correlation for deformation measurements of engineering objects.,Pawel Skrzypczak,normal author
Temporal Domain Stereo Matching based on Feature Points for Restriction of Error Propagation.,Ji-Hun Mun,corresponding author
Temporal Domain Stereo Matching based on Feature Points for Restriction of Error Propagation.,Yo-Sung Ho,normal author
Depth Estimation Algorithm for Color Coded Aperture Camera.,Ivan Panchenko,corresponding author
Depth Estimation Algorithm for Color Coded Aperture Camera.,Vladimir Paramonov,normal author
Depth Estimation Algorithm for Color Coded Aperture Camera.,Victor Bucha,normal author
Blue noise Sampling of surfaces from stereoscopic images.,Frédéric Payan,corresponding author
Blue noise Sampling of surfaces from stereoscopic images.,Jean-Luc Peyrot,normal author
Blue noise Sampling of surfaces from stereoscopic images.,Marc Antonini,normal author
Non-uniform resampling in perspective compensated large scale 3D visualization.,Maria Shcherban,corresponding author
Non-uniform resampling in perspective compensated large scale 3D visualization.,Olli Suominen,normal author
Non-uniform resampling in perspective compensated large scale 3D visualization.,Atanas P. Gotchev,normal author
Shadow Detection on 3D Point Cloud.,Shuyang Sheng,corresponding author
Shadow Detection on 3D Point Cloud.,B. Keith Jenkins,normal author
Implementation of 3D Object Reconstruction Using Multiple Kinect Cameras.,Dong-Won Shin,corresponding author
Implementation of 3D Object Reconstruction Using Multiple Kinect Cameras.,Yo-Sung Ho,normal author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Robert Sitnik,corresponding author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Eryk Bunsch,normal author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Grzegorz Maczkowski,normal author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Wojciech Zaluski,normal author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Krzysztof Lech,normal author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Jakub Michonski,normal author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Jakub Krzeslowski,normal author
"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation.",Piotr Forys,normal author
Efficient Filling of Disparity Holes Using Resolution Decoupling.,Alexey Supikov,corresponding author
Efficient Filling of Disparity Holes Using Resolution Decoupling.,Maha El Choubassi,normal author
Efficient Filling of Disparity Holes Using Resolution Decoupling.,Oscar Nestares,normal author
3D shape template generation from RGB-D images capturing a moving and deforming object.,Hikari Takehara,corresponding author
3D shape template generation from RGB-D images capturing a moving and deforming object.,Yuta Nakashima,normal author
3D shape template generation from RGB-D images capturing a moving and deforming object.,Tomokazu Sato,normal author
3D shape template generation from RGB-D images capturing a moving and deforming object.,Naokazu Yokoya,normal author
Im2Fit - Fast 3D Model Fitting and Anthropometrics using Single Consumer Depth Camera and Synthetic Data.,Qiaosong Wang,corresponding author
Im2Fit - Fast 3D Model Fitting and Anthropometrics using Single Consumer Depth Camera and Synthetic Data.,Vignesh Jagadeesh,normal author
Im2Fit - Fast 3D Model Fitting and Anthropometrics using Single Consumer Depth Camera and Synthetic Data.,Bryan Ressler,normal author
Im2Fit - Fast 3D Model Fitting and Anthropometrics using Single Consumer Depth Camera and Synthetic Data.,Robinson Piramuthu,normal author
Towards concurrency race debugging - an integrated approach for constraint solving and dynamic slicing.,Long Zheng 0003,corresponding author
Towards concurrency race debugging - an integrated approach for constraint solving and dynamic slicing.,Xiaofei Liao,normal author
Towards concurrency race debugging - an integrated approach for constraint solving and dynamic slicing.,Hai Jin 0001,normal author
Towards concurrency race debugging - an integrated approach for constraint solving and dynamic slicing.,Bingsheng He,normal author
Towards concurrency race debugging - an integrated approach for constraint solving and dynamic slicing.,Jingling Xue,normal author
Towards concurrency race debugging - an integrated approach for constraint solving and dynamic slicing.,Haikun Liu,normal author
Stencil codes on a vector length agnostic architecture.,Adrià Armejach,corresponding author
Stencil codes on a vector length agnostic architecture.,Helena Caminal,normal author
Stencil codes on a vector length agnostic architecture.,Juan M. Cebrian,normal author
Stencil codes on a vector length agnostic architecture.,Rekai González-Alberquilla,normal author
Stencil codes on a vector length agnostic architecture.,Chris Adeniyi-Jones,normal author
Stencil codes on a vector length agnostic architecture.,Mateo Valero,normal author
Stencil codes on a vector length agnostic architecture.,Marc Casas,normal author
Stencil codes on a vector length agnostic architecture.,Miquel Moretó,normal author
Cost-driven thread coarsening for GPU kernels.,Prithayan Barua,corresponding author
Cost-driven thread coarsening for GPU kernels.,Jun Shirako,normal author
Cost-driven thread coarsening for GPU kernels.,Vivek Sarkar,normal author
Log(graph) - a near-optimal high-performance graph representation.,Maciej Besta,corresponding author
Log(graph) - a near-optimal high-performance graph representation.,Dimitri Stanojevic,normal author
Log(graph) - a near-optimal high-performance graph representation.,Tijana Zivic,normal author
Log(graph) - a near-optimal high-performance graph representation.,Jagpreet Singh,normal author
Log(graph) - a near-optimal high-performance graph representation.,Maurice Hoerold,normal author
Log(graph) - a near-optimal high-performance graph representation.,Torsten Hoefler,normal author
Maximizing system utilization via parallelism management for co-located parallel applications.,Younghyun Cho,corresponding author
Maximizing system utilization via parallelism management for co-located parallel applications.,Camilo A. Celis Guzman,normal author
Maximizing system utilization via parallelism management for co-located parallel applications.,Bernhard Egger,normal author
On-the-fly workload partitioning for integrated CPU/GPU architectures.,Younghyun Cho,corresponding author
On-the-fly workload partitioning for integrated CPU/GPU architectures.,Florian Negele,normal author
On-the-fly workload partitioning for integrated CPU/GPU architectures.,Seohong Park,normal author
On-the-fly workload partitioning for integrated CPU/GPU architectures.,Bernhard Egger,normal author
On-the-fly workload partitioning for integrated CPU/GPU architectures.,Thomas R. Gross,normal author
Biased reference counting - minimizing atomic operations in garbage collection.,Jiho Choi,corresponding author
Biased reference counting - minimizing atomic operations in garbage collection.,Thomas Shull,normal author
Biased reference counting - minimizing atomic operations in garbage collection.,Josep Torrellas,normal author
GMOD - a dynamic GPU memory overflow detector.,Bang Di,corresponding author
GMOD - a dynamic GPU memory overflow detector.,Jianhua Sun,normal author
GMOD - a dynamic GPU memory overflow detector.,Dong Li,normal author
GMOD - a dynamic GPU memory overflow detector.,Hao Chen,normal author
GMOD - a dynamic GPU memory overflow detector.,Zhe Quan,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Wanling Gao,corresponding author
Data motifs - a lens towards fully understanding big data and AI workloads.,Jianfeng Zhan,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Lei Wang,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Chunjie Luo,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Daoyi Zheng,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Fei Tang,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Biwei Xie,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Chen Zheng,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Xu Wen,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Xiwen He,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Hainan Ye,normal author
Data motifs - a lens towards fully understanding big data and AI workloads.,Rui Ren,normal author
Near-side prefetch throttling - adaptive prefetching for high-performance many-core processors.,Wim Heirman,corresponding author
Near-side prefetch throttling - adaptive prefetching for high-performance many-core processors.,Kristof Du Bois,normal author
Near-side prefetch throttling - adaptive prefetching for high-performance many-core processors.,Yves Vandriessche,normal author
Near-side prefetch throttling - adaptive prefetching for high-performance many-core processors.,Stijn Eyerman,normal author
Near-side prefetch throttling - adaptive prefetching for high-performance many-core processors.,Ibrahim Hur,normal author
EAR - ECC-aided refresh reduction through 2-D zero compression.,Jeongkyu Hong,corresponding author
EAR - ECC-aided refresh reduction through 2-D zero compression.,Hyeonggyu Kim,normal author
EAR - ECC-aided refresh reduction through 2-D zero compression.,Soontae Kim,normal author
Architectural support for convolutional neural networks on modern CPUs.,Animesh Jain,corresponding author
Architectural support for convolutional neural networks on modern CPUs.,Michael A. Laurenzano,normal author
Architectural support for convolutional neural networks on modern CPUs.,Gilles A. Pokam,normal author
Architectural support for convolutional neural networks on modern CPUs.,Jason Mars,normal author
Architectural support for convolutional neural networks on modern CPUs.,Lingjia Tang,normal author
Revealing parallel scans and reductions in recurrences through function reconstruction.,Peng Jiang,corresponding author
Revealing parallel scans and reductions in recurrences through function reconstruction.,Linchuan Chen,normal author
Revealing parallel scans and reductions in recurrences through function reconstruction.,Gagan Agrawal,normal author
Cimple - instruction and memory level parallelism - a DSL for uncovering ILP and MLP.,Vladimir Kiriansky,corresponding author
Cimple - instruction and memory level parallelism - a DSL for uncovering ILP and MLP.,Haoran Xu,normal author
Cimple - instruction and memory level parallelism - a DSL for uncovering ILP and MLP.,Martin Rinard,normal author
Cimple - instruction and memory level parallelism - a DSL for uncovering ILP and MLP.,Saman P. Amarasinghe,normal author
ComP-net - command processor networking for efficient intra-kernel communications on GPUs.,Michael LeBeane,corresponding author
ComP-net - command processor networking for efficient intra-kernel communications on GPUs.,Khaled Hamidouche,normal author
ComP-net - command processor networking for efficient intra-kernel communications on GPUs.,Brad Benton,normal author
ComP-net - command processor networking for efficient intra-kernel communications on GPUs.,Mauricio Breternitz,normal author
ComP-net - command processor networking for efficient intra-kernel communications on GPUs.,Steven K. Reinhardt,normal author
ComP-net - command processor networking for efficient intra-kernel communications on GPUs.,Lizy K. John,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Sukhan Lee,corresponding author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Kiwon Lee,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Min Chul Sung,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Mohammad Alian,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Chankyung Kim,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Wooyeong Cho,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Reum Oh,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Seongil O,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Jung Ho Ahn,normal author
3D-Xpath - high-density managed DRAM architecture with cost-effective alternative paths for memory transactions.,Nam Sung Kim,normal author
Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.,Sanchit Misra,corresponding author
Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.,Tony C. Pan,normal author
Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.,Kanak Mahadik,normal author
Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.,George Powley,normal author
Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.,Priya N. Vaidya,normal author
Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.,Md. Vasimuddin,normal author
Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.,Srinivas Aluru,normal author
Hybrid optimization/heuristic instruction scheduling for programmable accelerator codesign.,Tony Nowatzki,corresponding author
Hybrid optimization/heuristic instruction scheduling for programmable accelerator codesign.,Newsha Ardalani,normal author
Hybrid optimization/heuristic instruction scheduling for programmable accelerator codesign.,Karthikeyan Sankaralingam,normal author
Hybrid optimization/heuristic instruction scheduling for programmable accelerator codesign.,Jian Weng,normal author
"A portable, automatic data qantizer for deep neural networks.",Young H. Oh,corresponding author
"A portable, automatic data qantizer for deep neural networks.",Quan Quan,normal author
"A portable, automatic data qantizer for deep neural networks.",Daeyeon Kim,normal author
"A portable, automatic data qantizer for deep neural networks.",Seonghak Kim,normal author
"A portable, automatic data qantizer for deep neural networks.",Jun Heo,normal author
"A portable, automatic data qantizer for deep neural networks.",Sungjun Jung,normal author
"A portable, automatic data qantizer for deep neural networks.",Jaeyoung Jang,normal author
"A portable, automatic data qantizer for deep neural networks.",Jae W. Lee,normal author
Synergistic cache layout for reuse and compression.,Biswabandan Panda,corresponding author
Synergistic cache layout for reuse and compression.,André Seznec,normal author
Transactional pre-abort handlers in hardware transactional memory.,Sunjae Park,corresponding author
Transactional pre-abort handlers in hardware transactional memory.,Christopher J. Hughes,normal author
Transactional pre-abort handlers in hardware transactional memory.,Milos Prvulovic,normal author
Hypart - a hybrid technique for practical memory bandwidth partitioning on commodity servers.,Jinsu Park,corresponding author
Hypart - a hybrid technique for practical memory bandwidth partitioning on commodity servers.,Seongbeom Park,normal author
Hypart - a hybrid technique for practical memory bandwidth partitioning on commodity servers.,Myeonggyun Han,normal author
Hypart - a hybrid technique for practical memory bandwidth partitioning on commodity servers.,Jihoon Hyun,normal author
Hypart - a hybrid technique for practical memory bandwidth partitioning on commodity servers.,Woongki Baek,normal author
Graphphi - efficient parallel graph processing on emerging throughput-oriented architectures.,Zhen Peng,corresponding author
Graphphi - efficient parallel graph processing on emerging throughput-oriented architectures.,Alexander Powell,normal author
Graphphi - efficient parallel graph processing on emerging throughput-oriented architectures.,Bo Wu,normal author
Graphphi - efficient parallel graph processing on emerging throughput-oriented architectures.,Tekin Bicer,normal author
Graphphi - efficient parallel graph processing on emerging throughput-oriented architectures.,Bin Ren,normal author
Cost effective speculation with the omnipredictor.,Arthur Perais,corresponding author
Cost effective speculation with the omnipredictor.,André Seznec,normal author
VW-SLP - auto-vectorization with adaptive vector width.,Vasileios Porpodas,corresponding author
VW-SLP - auto-vectorization with adaptive vector width.,Rodrigo C. O. Rocha,normal author
VW-SLP - auto-vectorization with adaptive vector width.,Luís F. W. Góes,normal author
MemoDyn - exploiting weakly consistent data structures for dynamic parallel memoization.,Prakash Prabhu,corresponding author
MemoDyn - exploiting weakly consistent data structures for dynamic parallel memoization.,Stephen R. Beard,normal author
MemoDyn - exploiting weakly consistent data structures for dynamic parallel memoization.,Sotiris Apostolakis,normal author
MemoDyn - exploiting weakly consistent data structures for dynamic parallel memoization.,Ayal Zaks,normal author
MemoDyn - exploiting weakly consistent data structures for dynamic parallel memoization.,David I. August,normal author
Compiler assisted coalescing.,Sooraj Puthoor,corresponding author
Compiler assisted coalescing.,Mikko H. Lipasti,normal author
Automatic annotation of tasks in structured code.,Pedro Ramos,corresponding author
Automatic annotation of tasks in structured code.,Gleison Souza Diniz Mendonca,normal author
Automatic annotation of tasks in structured code.,Divino Soares,normal author
Automatic annotation of tasks in structured code.,Guido Araújo,normal author
Automatic annotation of tasks in structured code.,Fernando Magno Quintão Pereira,normal author
Mage - online and interference-aware scheduling for multi-scale heterogeneous systems.,Francisco Romero,corresponding author
Mage - online and interference-aware scheduling for multi-scale heterogeneous systems.,Christina Delimitrou,normal author
E-PUR - an energy-efficient processing unit for recurrent neural networks.,Franyell Silfa,corresponding author
E-PUR - an energy-efficient processing unit for recurrent neural networks.,Gem Dot,normal author
Energy-Efficient and SLA-Based Resource Management in Cloud Data Centers.,Altino M. Sampaio,corresponding author
Energy-Efficient and SLA-Based Resource Management in Cloud Data Centers.,Jorge G. Barbosa,normal author
Energy-Efficient Big Data Analytics in Datacenters.,Farhad Mehdipour,corresponding author
Energy-Efficient Big Data Analytics in Datacenters.,Hamid Noori,normal author
Energy-Efficient Big Data Analytics in Datacenters.,Bahman Javadi,normal author
Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.,Zhenyu Zhou,corresponding author
Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.,Mianxiong Dong,normal author
Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.,Kaoru Ota,normal author
Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.,Zheng Chang,normal author
Energy-Efficient Data Gathering Framework-Based Clustering via Multiple UAVs in Deadline-Based WSN Applications.,Alaa Taima Albu-Salih,corresponding author
